Count-435,Count-436,Count-435,Count-436
165,112,153,118
266,87,188,89
191,213,112,159
199,118,168,115
154,106,214,97
161,103,168,169
207,121,193,162
177,90,153,128
151,145,163,89
156,66,124,148
136,164,156,97
132,131,182,137
150,123,164,162
201,152,183,140
143,114,208,184
117,123,126,178
106,80,192,151
142,157,139,152
159,169,137,175
145,85,206,141
137,140,158,183
186,115,167,118
86,186,124,128
179,118,166,175
80,188,81,131
116,123,119,130
104,178,176,187
95,150,150,218
87,151,107,189
113,161,251,234
115,206,118,211
141,294,79,164
124,232,142,243
112,298,166,191
172,206,150,317
68,264,159,245
93,228,142,279
160,232,161,277
72,242,106,219
93,266,117,272
77,173,178,349
126,248,90,294
53,292,132,216
109,279,127,244
116,249,162,293
116,281,122,235
67,271,132,183
70,263,180,274
98,292,91,229
118,256,118,215
131,190,150,309
54,271,156,249
114,298,232,240
167,198,183,296
130,217,161,223
102,238,137,154
127,232,147,217
118,214,146,339
94,225,163,187
80,230,153,148
92,187,149,356
77,200,193,157
62,196,167,138
73,117,181,168
106,200,206,240
67,131,242,158
84,164,252,156
97,171,198,146
102,137,215,161
109,75,105,178
133,114,184,154
122,114,199,196
138,151,305,173
103,140,224,185
77,138,258,90
84,123,241,143
80,95,269,196
156,131,303,189
133,136,254,187
125,133,304,177
118,111,371,123
143,90,384,207
122,144,239,119
138,141,314,216
142,142,296,203
175,126,288,171
163,109,407,171
238,139,396,199
177,150,450,184
169,102,380,152
218,149,525,169
154,104,380,169
225,149,448,169
156,181,417,171
241,112,530,152
120,136,407,226
186,102,438,262
278,134,351,203
271,99,412,166
308,174,455,230
304,125,590,243
317,149,427,165
239,115,530,211
286,127,459,204
249,113,458,319
260,147,460,210
414,100,656,254
310,97,362,166
266,121,467,189
308,108,492,166
342,165,444,221
285,135,409,197
404,125,578,195
335,211,459,202
233,112,572,209
318,127,442,212
284,154,439,153
364,102,469,173
287,171,463,145
269,119,506,212
264,83,383,163
331,104,448,244
280,109,436,263
246,118,385,234
227,108,370,226
203,225,248,213
265,147,438,154
164,96,325,261
212,136,337,105
212,110,254,130
195,119,357,192
123,186,386,161
172,127,352,189
203,126,390,230
168,183,286,168
137,131,304,183
145,111,190,105
97,193,289,151
102,101,321,220
229,182,280,188
174,155,227,152
73,105,195,186
110,136,176,205
136,221,254,245
158,157,162,133
70,207,205,241
80,136,150,216
106,161,199,215
138,158,172,109
128,115,199,173
159,76,194,226
151,184,187,155
116,145,149,147
144,77,208,157
75,120,113,177
116,129,205,122
94,92,202,209
111,127,133,199
104,169,148,209
145,103,192,166
128,111,142,142
163,176,139,178
93,156,167,74
110,126,201,119
102,119,124,233
137,72,137,146
140,104,198,124
168,93,272,133
147,97,262,139
125,114,229,219
173,124,286,199
144,135,176,133
119,96,149,195
262,116,183,115
246,101,238,191
257,192,198,119
188,92,380,122
162,167,253,149
172,123,248,110
250,145,175,137
204,102,198,136
201,138,219,127
158,111,262,124
274,135,253,157
166,110,270,135
130,155,252,135
180,95,231,93
195,98,200,163
164,104,196,103
186,100,178,104
111,117,151,180
180,106,184,116
138,131,183,106
184,77,156,117
133,113,216,95
188,88,172,70
197,130,123,131
192,108,140,121
139,140,147,162
118,105,154,125
178,79,224,72
137,100,118,132
158,70,102,177
