"","H2O.A","D2O.A","H2O.B","D2O.B","A","B"
"Lung_Wash_CD21_1.csv",-2.02510340419134,-2.09539701586585,-1.25620897086646,-1.20490676931415,1,0.998806130692204
"Lung_Wash_CD21_2.csv",-1.10982618517286,-1.12278961130728,-0.888456484083072,-0.84388862777429,0.996819297890382,0.990071260866288
"Lung_Wash_CD21_3.csv",-0.62941206152856,-0.67107334947088,-0.401700060693991,-0.295445454934661,0.985889978026952,0.976801623774832
"Lung_Wash_CD21_4.csv",-0.369386054309164,-0.383420623281711,-0.121293804306093,-0.198436731247547,0.97893019171922,0.974454488060901
"Lung_Wash_CD21_5.csv",3.12470911324293,40.7202098266939,2.34803885107033,40.2492003321886,0.0195776781792678,0.0356675122838671
"Lung_Wash_CD21_6.csv",2.24049080516175,31.8345817359704,2.18193456089183,32.822256218678,0.246342546123475,0.222661767998727
"Lung_Wash_CD21_7.csv",2.59032920308778,10.3326247464859,2.64828342871531,10.809615487031,0.761879883202332,0.709541528245503
"Lung_Wash_CD21_8.csv",2.46749468581716,40.9249651886468,3.07970991189162,41.907901124315,0.0175587317758802,0
"Lung_Wash_CD21_10.csv",2.49641232248845,38.4190354032124,2.44673359655719,39.3590215342094,0.0782960315616282,0.0588768800459784
"Lung_Wash_CD21_11.csv",2.27957450740115,37.2146631602328,2.29742725628249,37.2462898988248,0.118958186089395,0.11820068799142
"Lung_Wash_CD21_20.csv",3.71948652974928,41.8382187439253,4.03315648219713,42.4772183056469,0.00123228525558207,0
"Lung_Wash_CD21_21.csv",1.37320987979561,1.295181291434,1.34827335029547,1.32378051705705,0.978564324302124,0.977878620734424
"Lung_Wash_CD21_22.csv",0.844544035910442,0.768908061233046,0.896720096544386,0.928330361548676,0.991182408312169,0.987360051667335
"Lung_Wash_CD21_23.csv",0.583633088876243,0.569414639682421,0.628776460711394,0.695712482848939,0.995965522117171,0.992937367341459
"Lung_Wash_CD21_24.csv",0.568257889793516,0.553300065316793,0.55797222322449,0.680730764075442,0.996351889960836,0.993296573501397
